text,aspect_words,labels
"-Bluetooth (2.1), Fingerprint Reader, Full 1920x1080 screen -Integrated Mic/Webcam* -Dual touchpad mode is interesting, and easy to use -5 USB ports -Runs about 38-41C on idle, Up to 65 (for me) on load -Very quiet -I could go on and on.",Webcam,2
"while about 8 years ago, I hope that the quality has changed.",quality,0
It is easy to go from one keyboard to another.,keyboard,1
The keyboard is slick and quiet and not bulky like some other laptops I have had in the past.,keyboard,2
"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.",Windows 7,2
"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.",uploading photos,2
Easy to start up and does not overheat as much as other laptops.,start up,2
"It has many great programs, such as ILife, iPhotos and others.",ILife,2
I also did not like the loud noises it made or how the bottom of the computer would get really hot.,noises,0
"I had my IWORKS, Itunes, Email, MS Office, network and printers set up and completely working perfectly within an hour.",MS Office,2
Everything from the design to the OS is simple and to the point.,OS,2
Images are crisp and clean.,Images,2
"Web access through the 3G network is so slow, it's very frustrating and VERY DISAPPOINTING.",3G network,0
The only thing I would change about it is the mouse keys.,mouse keys,0
"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",budget,2
"I used to build my own desktops from the component parts, and recently my 7 year old Pentium 4 with HT 1 GB ram SATA desktop stopped working (this was a rock star 7 years ago).",Pentium 4,1
Asus facial recognition doesn't work and windows logon isn't either.,facial recognition,0
It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.,type,2
"I bought a Logitech desktop set in anticipation for using with the MBP, but I use the touchpad 90% of the time.",touchpad,2
"The 2 GB of RAM is plenty, able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown.",programs,2
"The keyboard, which generally felt okay even for someone used to a desktop keyboard, now looks terrible.",desktop keyboard,1
The machine is slow to boot up and occasionally crashes completely.,boot up,0
The first full charge of this battery got me only about 2 full hours.,battery,0
This computer is exceptionally thin for it's screen size and processing power.,processing power,2
The graphics were awful and the warranty isn't even worth the cheap payment on the computer.,warranty,0
I couldn't believe how long the battery lasted on a single charge.,battery,2
Even out of warranty!,warranty,1
And the screen on this thing is absolutely amazing for high quality videos and movies and gaming.,screen,2
Going to bring it to service today.,service,1
"The speed difference is next to NOTHING for a mac, and the hard drive can be manually upgraded or you could just buy a $60 500gb external hard drive.",speed,0
"-Bluetooth (2.1), Fingerprint Reader, Full 1920x1080 screen -Integrated Mic/Webcam* -Dual touchpad mode is interesting, and easy to use -5 USB ports -Runs about 38-41C on idle, Up to 65 (for me) on load -Very quiet -I could go on and on.",Runs,2
"The programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc.",imovie,2
"Have had many higher priced computers crash and burn long before ever got to use all that great memory and speed, etc.",speed,0
"One suggestion I do have, is to not bother getting Microsoft office for the mac expecting it will work just like you knew it to on a PC.",Microsoft office for the mac,0
only good thing is the graphics quality.,graphics quality,2
"I noticed windows has a new system called Windows 7, what about us Vista users? They should get all the bugs out of Vista before investing in a new system.",windows,1
"Crisp screen, great battery life, and plenty of storage.",storage,2
It had most of the features and all of the power that I wanted to replace my desktop machine.,features,2
This just keeps having it's hard drive replaced!,hard drive,0
 The company sent me a whole new cord overnight and apologized.,cord,2
But the machine is awesome and iLife is great and I love Snow Leopard X.,Snow Leopard X,2
